TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES,Date,Year,Month,Day,Day_Name,Total_Consumption
02:30,4282.72,1822.49,968.28,1281.68,144.55,24.04,2022-04-15,2022,4,15,Friday,4241.04
02:35,4261.32,1814.86,961.25,1278.18,142.79,23.74,2022-04-15,2022,4,15,Friday,4220.82
02:40,4237.73,1805.74,957.16,1268.27,142.36,24.01,2022-04-15,2022,4,15,Friday,4197.54
02:45,4228.62,1795.85,953.5,1273.09,142.04,23.93,2022-04-15,2022,4,15,Friday,4188.41
02:50,4206.98,1788.33,949.66,1263.56,141.52,23.88,2022-04-15,2022,4,15,Friday,4166.95
02:55,4180.02,1782.87,947.16,1244.22,142.14,23.94,2022-04-15,2022,4,15,Friday,4140.33
03:00,4165.63,1776.79,941.07,1243.32,141.43,23.92,2022-04-15,2022,4,15,Friday,4126.530000000001
03:05,4130.83,1755.63,934.26,1238.08,141.33,23.78,2022-04-15,2022,4,15,Friday,4093.0800000000004
03:10,4119.28,1754.8,925.77,1234.78,141.0,23.68,2022-04-15,2022,4,15,Friday,4080.0299999999993
03:15,4094.73,1745.48,921.15,1225.33,140.25,23.63,2022-04-15,2022,4,15,Friday,4055.84
03:20,4070.19,1730.03,914.5,1224.66,138.73,23.6,2022-04-15,2022,4,15,Friday,4031.5199999999995
03:25,4035.51,1715.97,911.46,1205.67,140.92,23.34,2022-04-15,2022,4,15,Friday,3997.3600000000006
03:30,4035.25,1717.59,910.83,1205.54,139.38,23.43,2022-04-15,2022,4,15,Friday,3996.77
03:35,4013.35,1709.01,903.24,1200.68,138.79,23.31,2022-04-15,2022,4,15,Friday,3975.03
03:40,4001.49,1702.34,900.06,1199.7,138.07,23.34,2022-04-15,2022,4,15,Friday,3963.5099999999998
03:45,3999.45,1696.86,900.42,1203.1,138.0,23.11,2022-04-15,2022,4,15,Friday,3961.49
03:50,3953.55,1686.76,876.67,1189.39,138.23,23.23,2022-04-15,2022,4,15,Friday,3914.2799999999997
03:55,3936.53,1681.18,872.61,1184.85,136.41,23.18,2022-04-15,2022,4,15,Friday,3898.2299999999996
04:00,3940.64,1685.19,872.71,1182.46,137.81,23.31,2022-04-15,2022,4,15,Friday,3901.48
04:05,3936.86,1688.66,874.18,1178.09,136.76,23.13,2022-04-15,2022,4,15,Friday,3900.8200000000006
04:10,3905.8,1684.45,859.24,1174.79,136.79,23.01,2022-04-15,2022,4,15,Friday,3878.28
04:15,3908.04,1674.32,858.31,1176.39,136.27,22.89,2022-04-15,2022,4,15,Friday,3868.1800000000003
04:20,3882.38,1662.48,855.88,1168.96,135.14,23.03,2022-04-15,2022,4,15,Friday,3845.4900000000002
04:25,3875.86,1659.92,850.35,1168.22,135.72,22.97,2022-04-15,2022,4,15,Friday,3837.1799999999994
04:30,3858.58,1660.61,843.36,1160.8,135.14,22.91,2022-04-15,2022,4,15,Friday,3822.8199999999993
04:35,3854.74,1657.66,843.47,1158.27,135.74,23.19,2022-04-15,2022,4,15,Friday,3818.3300000000004
04:40,3845.33,1650.86,845.29,1154.14,135.33,23.31,2022-04-15,2022,4,15,Friday,3808.93
04:45,3830.95,1643.56,843.49,1148.42,136.05,23.21,2022-04-15,2022,4,15,Friday,3794.7300000000005
04:50,3844.07,1648.44,847.7,1153.01,135.11,23.3,2022-04-15,2022,4,15,Friday,3807.560000000001
04:55,3820.87,1639.58,843.45,1142.94,135.19,23.25,2022-04-15,2022,4,15,Friday,3784.41
05:00,3824.45,1643.24,846.22,1140.08,136.17,23.2,2022-04-15,2022,4,15,Friday,3788.91
05:05,3816.43,1613.11,844.21,1141.7,134.39,23.69,2022-04-15,2022,4,15,Friday,3757.0999999999995
05:10,3808.21,1631.77,842.4,1139.4,134.94,23.59,2022-04-15,2022,4,15,Friday,3772.1000000000004
05:15,3817.41,1642.97,843.71,1143.96,135.93,23.7,2022-04-15,2022,4,15,Friday,3790.27
05:20,3806.92,1624.05,846.31,1140.69,136.07,23.74,2022-04-15,2022,4,15,Friday,3770.8599999999997
05:25,3794.26,1627.24,836.62,1133.93,135.97,23.6,2022-04-15,2022,4,15,Friday,3757.3599999999997
05:30,3789.06,1622.21,836.23,1135.78,135.77,23.69,2022-04-15,2022,4,15,Friday,3753.6800000000003
05:35,3788.02,1629.43,837.72,1129.68,130.99,23.7,2022-04-15,2022,4,15,Friday,3751.5199999999995
05:40,3765.86,1610.35,833.97,1128.75,132.37,24.03,2022-04-15,2022,4,15,Friday,3729.47
05:45,3747.88,1597.79,830.72,1128.92,132.62,23.61,2022-04-15,2022,4,15,Friday,3713.6600000000003
05:50,3742.14,1604.43,834.42,1118.41,129.71,23.55,2022-04-15,2022,4,15,Friday,3710.5200000000004
05:55,3724.6,1597.54,824.93,1113.53,129.99,23.69,2022-04-15,2022,4,15,Friday,3689.68
06:00,3700.73,1584.5,823.51,1103.37,130.59,23.6,2022-04-15,2022,4,15,Friday,3665.57
06:05,3719.54,1573.73,838.64,1120.71,129.31,23.55,2022-04-15,2022,4,15,Friday,3685.94
06:10,3723.4,1583.75,836.1,1115.48,127.04,23.29,2022-04-15,2022,4,15,Friday,3685.66
06:15,3713.49,1584.44,828.54,1107.95,134.34,23.34,2022-04-15,2022,4,15,Friday,3678.6100000000006
06:20,3716.9,1582.86,832.82,1113.09,128.59,23.43,2022-04-15,2022,4,15,Friday,3680.7899999999995
06:25,3682.77,1554.83,836.59,1099.14,130.34,23.36,2022-04-15,2022,4,15,Friday,3644.2600000000007
06:30,3672.33,1527.7,841.3,1115.54,129.66,23.1,2022-04-15,2022,4,15,Friday,3637.2999999999997
06:35,3666.86,1539.22,831.45,1106.66,131.05,23.04,2022-04-15,2022,4,15,Friday,3631.42
06:40,3631.14,1523.45,836.17,1097.7,118.27,22.57,2022-04-15,2022,4,15,Friday,3598.16
06:45,3635.52,1506.47,839.48,1109.4,121.79,22.56,2022-04-15,2022,4,15,Friday,3599.7
06:50,3616.27,1488.54,834.25,1093.45,139.77,22.56,2022-04-15,2022,4,15,Friday,3578.5699999999997
06:55,3588.03,1482.57,832.34,1085.51,129.0,22.37,2022-04-15,2022,4,15,Friday,3551.79
07:00,3621.91,1500.77,840.77,1084.68,134.78,22.49,2022-04-15,2022,4,15,Friday,3583.4900000000002
07:05,3624.03,1511.95,841.49,1088.78,122.24,22.54,2022-04-15,2022,4,15,Friday,3587.0
07:10,3608.75,1487.12,846.79,1088.51,127.55,22.52,2022-04-15,2022,4,15,Friday,3572.4900000000002
07:15,3595.54,1488.39,832.0,1078.77,139.68,22.39,2022-04-15,2022,4,15,Friday,3561.23
07:20,3599.34,1479.69,843.21,1091.83,135.0,22.26,2022-04-15,2022,4,15,Friday,3571.9900000000002
07:25,3576.31,1473.27,823.73,1083.13,140.73,22.44,2022-04-15,2022,4,15,Friday,3543.3
07:30,3579.09,1473.89,844.55,1074.6,130.74,22.16,2022-04-15,2022,4,15,Friday,3545.9399999999996
07:35,3586.97,1466.1,838.25,1092.76,134.83,22.08,2022-04-15,2022,4,15,Friday,3554.0199999999995
07:40,3568.42,1459.57,832.75,1085.35,132.82,22.02,2022-04-15,2022,4,15,Friday,3532.5099999999998
07:45,3594.6,1480.95,832.35,1094.87,131.84,21.76,2022-04-15,2022,4,15,Friday,3561.7700000000004
07:50,3554.8,1434.04,834.5,1084.77,140.47,21.84,2022-04-15,2022,4,15,Friday,3515.62
07:55,3570.19,1465.6,821.77,1093.67,134.57,21.62,2022-04-15,2022,4,15,Friday,3537.23
08:00,3561.21,1447.48,818.46,1096.2,136.43,21.58,2022-04-15,2022,4,15,Friday,3520.15
08:05,3579.23,1479.51,789.83,1115.88,145.54,21.69,2022-04-15,2022,4,15,Friday,3552.4500000000003
08:10,3568.61,1465.71,794.99,1110.38,141.13,21.55,2022-04-15,2022,4,15,Friday,3533.76
08:15,3582.83,1471.69,798.58,1115.38,142.47,21.75,2022-04-15,2022,4,15,Friday,3549.87
08:20,3604.44,1489.8,787.18,1133.68,143.97,21.56,2022-04-15,2022,4,15,Friday,3576.1899999999996
08:25,3615.15,1475.43,793.32,1146.52,145.17,21.3,2022-04-15,2022,4,15,Friday,3581.7400000000002
08:30,3584.66,1474.36,771.71,1134.29,146.94,21.46,2022-04-15,2022,4,15,Friday,3548.7599999999998
08:35,3617.78,1492.09,787.94,1133.12,146.61,21.5,2022-04-15,2022,4,15,Friday,3581.2599999999998
08:40,3589.67,1483.18,782.33,1125.21,142.87,21.5,2022-04-15,2022,4,15,Friday,3555.09
08:45,3588.7,1467.67,816.11,1099.45,150.29,21.64,2022-04-15,2022,4,15,Friday,3555.1600000000003
08:50,3635.09,1501.53,821.8,1111.05,144.01,21.81,2022-04-15,2022,4,15,Friday,3600.2000000000003
08:55,3612.17,1483.8,812.1,1110.5,146.73,21.83,2022-04-15,2022,4,15,Friday,3574.96
09:00,3637.12,1500.18,811.38,1117.05,153.88,21.88,2022-04-15,2022,4,15,Friday,3604.37
09:05,3677.71,1516.75,827.24,1136.64,143.01,21.91,2022-04-15,2022,4,15,Friday,3645.55
09:10,3709.32,1495.61,829.05,1148.23,157.52,21.86,2022-04-15,2022,4,15,Friday,3652.27
09:15,3761.9,1528.79,836.18,1184.57,151.48,21.95,2022-04-15,2022,4,15,Friday,3722.97
09:20,3828.14,1543.2,863.32,1214.48,149.6,21.68,2022-04-15,2022,4,15,Friday,3792.2799999999997
09:25,3887.48,1579.56,874.53,1219.01,155.13,21.77,2022-04-15,2022,4,15,Friday,3850.0000000000005
09:30,3940.06,1594.02,873.75,1252.47,159.15,22.14,2022-04-15,2022,4,15,Friday,3901.5299999999997
09:35,3970.12,1592.45,881.88,1270.31,166.39,21.86,2022-04-15,2022,4,15,Friday,3932.89
09:40,4004.79,1619.2,875.53,1296.39,154.36,21.73,2022-04-15,2022,4,15,Friday,3967.21
09:45,4035.61,1637.43,883.8,1291.0,157.36,21.67,2022-04-15,2022,4,15,Friday,3991.26
09:50,4034.59,1592.59,894.02,1321.8,164.88,21.81,2022-04-15,2022,4,15,Friday,3995.1
09:55,4090.79,1633.16,901.33,1329.33,163.68,21.82,2022-04-15,2022,4,15,Friday,4049.32
10:00,4140.0,1644.24,911.98,1347.94,176.64,21.75,2022-04-15,2022,4,15,Friday,4102.55
10:05,4170.36,1666.35,908.87,1363.34,168.15,21.82,2022-04-15,2022,4,15,Friday,4128.529999999999
10:10,4178.25,1662.28,913.99,1376.56,165.01,22.14,2022-04-15,2022,4,15,Friday,4139.9800000000005
10:15,4222.07,1669.71,930.47,1397.29,161.8,22.14,2022-04-15,2022,4,15,Friday,4181.410000000001
10:20,4244.87,1700.28,932.34,1394.8,167.02,22.16,2022-04-15,2022,4,15,Friday,4216.6
10:25,4249.26,1698.03,930.46,1390.97,168.93,22.32,2022-04-15,2022,4,15,Friday,4210.71
10:30,4306.64,1702.44,950.33,1422.47,168.41,22.13,2022-04-15,2022,4,15,Friday,4265.78
10:35,4309.43,1714.7,948.24,1410.72,171.71,22.32,2022-04-15,2022,4,15,Friday,4267.69
10:40,4350.77,1732.09,958.96,1420.56,174.62,22.1,2022-04-15,2022,4,15,Friday,4308.330000000001
10:45,4328.93,1714.11,955.14,1428.61,169.93,22.39,2022-04-15,2022,4,15,Friday,4290.18
10:50,4342.7,1700.02,954.35,1449.27,178.93,22.41,2022-04-15,2022,4,15,Friday,4304.98
10:55,4408.25,1693.7,995.37,1478.22,175.99,22.52,2022-04-15,2022,4,15,Friday,4365.8
11:00,4397.05,1709.16,998.7,1443.3,182.45,22.52,2022-04-15,2022,4,15,Friday,4356.13
11:05,4441.59,1756.51,987.6,1455.46,174.87,22.59,2022-04-15,2022,4,15,Friday,4397.03
11:10,4421.9,1744.25,977.58,1460.0,178.35,22.43,2022-04-15,2022,4,15,Friday,4382.610000000001
11:15,4455.15,1755.35,995.27,1459.03,176.98,22.79,2022-04-15,2022,4,15,Friday,4409.419999999999
11:20,4498.26,1775.86,1010.89,1464.97,181.2,22.71,2022-04-15,2022,4,15,Friday,4455.63
11:25,4491.28,1742.29,1019.27,1479.99,182.62,22.6,2022-04-15,2022,4,15,Friday,4446.77
11:30,4492.06,1769.53,1012.74,1471.71,179.36,22.33,2022-04-15,2022,4,15,Friday,4455.669999999999
11:35,4514.66,1785.76,1002.13,1488.52,178.1,22.71,2022-04-15,2022,4,15,Friday,4477.22
11:40,4485.26,1759.37,1027.44,1465.64,172.15,22.32,2022-04-15,2022,4,15,Friday,4446.919999999999
11:45,4507.66,1770.85,1019.52,1461.93,188.74,22.67,2022-04-15,2022,4,15,Friday,4463.71
11:50,4515.92,1780.58,1016.21,1482.31,172.63,22.58,2022-04-15,2022,4,15,Friday,4474.31
11:55,4533.41,1797.04,1017.47,1469.29,188.07,22.52,2022-04-15,2022,4,15,Friday,4494.39
12:00,4547.86,1794.9,1025.62,1474.4,187.79,22.36,2022-04-15,2022,4,15,Friday,4505.07
12:05,4528.36,1793.66,1025.13,1460.76,185.44,22.23,2022-04-15,2022,4,15,Friday,4487.219999999999
12:10,4565.37,1802.42,1047.45,1474.75,174.89,22.27,2022-04-15,2022,4,15,Friday,4521.780000000001
12:15,4544.23,1791.14,1035.68,1459.28,196.94,22.22,2022-04-15,2022,4,15,Friday,4505.26
12:20,4565.9,1795.38,1026.67,1496.48,187.16,22.3,2022-04-15,2022,4,15,Friday,4527.990000000001
12:25,4568.08,1799.35,1030.81,1484.25,188.68,22.11,2022-04-15,2022,4,15,Friday,4525.2
12:30,4616.25,1825.86,1048.99,1496.5,178.01,21.94,2022-04-15,2022,4,15,Friday,4571.3
12:35,4573.42,1802.39,1028.17,1488.74,187.64,21.95,2022-04-15,2022,4,15,Friday,4528.89
12:40,4569.46,1815.95,1033.9,1473.31,181.02,22.05,2022-04-15,2022,4,15,Friday,4526.2300000000005
12:45,4586.01,1819.77,1021.27,1498.15,183.96,22.26,2022-04-15,2022,4,15,Friday,4545.410000000001
12:50,4586.18,1807.83,1039.02,1485.22,188.17,22.34,2022-04-15,2022,4,15,Friday,4542.58
12:55,4569.2,1829.48,1032.57,1467.65,184.24,22.58,2022-04-15,2022,4,15,Friday,4536.52
13:00,4513.02,1824.23,1014.32,1417.96,187.49,22.76,2022-04-15,2022,4,15,Friday,4466.76
13:05,4412.53,1779.84,1006.13,1375.3,184.91,22.69,2022-04-15,2022,4,15,Friday,4368.869999999999
13:10,4426.26,1789.2,1016.19,1369.35,188.38,22.63,2022-04-15,2022,4,15,Friday,4385.75
13:15,4407.43,1750.4,1003.21,1361.57,189.59,22.65,2022-04-15,2022,4,15,Friday,4327.42
13:20,4389.33,1771.38,999.48,1359.13,195.65,22.62,2022-04-15,2022,4,15,Friday,4348.259999999999
13:25,4423.86,1808.36,996.78,1367.1,187.99,22.69,2022-04-15,2022,4,15,Friday,4382.919999999999
13:30,4429.98,1799.17,1011.79,1363.77,185.68,22.66,2022-04-15,2022,4,15,Friday,4383.07
13:35,4474.77,1814.57,1018.87,1384.3,195.09,22.46,2022-04-15,2022,4,15,Friday,4435.29
13:40,4516.14,1827.36,1008.8,1421.05,191.65,22.37,2022-04-15,2022,4,15,Friday,4471.23
13:45,4541.68,1844.06,1011.61,1429.32,191.88,22.5,2022-04-15,2022,4,15,Friday,4499.37
13:50,4552.56,1830.68,1034.65,1435.77,184.81,22.33,2022-04-15,2022,4,15,Friday,4508.240000000001
13:55,4603.11,1825.48,1034.3,1450.81,195.43,22.41,2022-04-15,2022,4,15,Friday,4528.43
14:00,4624.64,1842.87,1050.82,1467.41,196.09,22.52,2022-04-15,2022,4,15,Friday,4579.71
14:05,4649.78,1863.81,1049.01,1478.29,192.85,22.45,2022-04-15,2022,4,15,Friday,4606.41
14:10,4665.96,1868.81,1045.16,1487.35,193.42,22.4,2022-04-15,2022,4,15,Friday,4617.139999999999
14:15,4722.24,1907.23,1056.04,1496.89,184.28,22.35,2022-04-15,2022,4,15,Friday,4666.79
14:20,4738.14,1866.01,1071.44,1511.0,191.72,22.64,2022-04-15,2022,4,15,Friday,4662.81
14:25,4786.25,1913.49,1088.38,1523.24,199.03,22.78,2022-04-15,2022,4,15,Friday,4746.919999999999
14:30,4799.67,1938.84,1066.21,1532.23,189.22,22.6,2022-04-15,2022,4,15,Friday,4749.100000000001
14:35,4825.04,1948.19,1081.57,1539.91,191.58,22.62,2022-04-15,2022,4,15,Friday,4783.87
14:40,4847.17,1953.46,1092.93,1543.28,191.14,22.77,2022-04-15,2022,4,15,Friday,4803.580000000001
14:45,4840.52,1935.99,1087.81,1557.24,192.0,22.83,2022-04-15,2022,4,15,Friday,4795.87
14:50,4881.7,1967.9,1088.26,1561.33,196.48,22.98,2022-04-15,2022,4,15,Friday,4836.949999999999
14:55,4873.53,1970.02,1085.33,1555.84,191.18,23.13,2022-04-15,2022,4,15,Friday,4825.5
15:00,4900.99,1970.3,1110.92,1556.73,193.3,23.17,2022-04-15,2022,4,15,Friday,4854.420000000001
15:05,4887.33,1953.23,1081.04,1551.74,196.64,23.34,2022-04-15,2022,4,15,Friday,4805.990000000001
15:10,4912.82,1962.16,1103.66,1574.48,208.79,23.48,2022-04-15,2022,4,15,Friday,4872.57
15:15,4937.77,1988.69,1107.88,1575.27,195.25,23.29,2022-04-15,2022,4,15,Friday,4890.38
15:20,4891.0,1956.44,1106.84,1568.15,191.62,23.47,2022-04-15,2022,4,15,Friday,4846.52
15:25,4890.44,1975.2,1091.45,1561.93,194.05,23.13,2022-04-15,2022,4,15,Friday,4845.76
15:30,4944.14,1997.63,1103.87,1569.39,204.09,23.42,2022-04-15,2022,4,15,Friday,4898.400000000001
15:35,4926.07,1981.96,1119.86,1556.76,197.38,23.77,2022-04-15,2022,4,15,Friday,4879.7300000000005
15:40,4916.18,1990.73,1082.81,1572.66,194.02,23.53,2022-04-15,2022,4,15,Friday,4863.75
15:45,4928.15,1972.19,1130.99,1586.57,183.02,23.75,2022-04-15,2022,4,15,Friday,4896.52
15:50,4928.45,1991.83,1119.79,1550.52,197.12,23.87,2022-04-15,2022,4,15,Friday,4883.129999999999
15:55,4932.73,1999.53,1105.88,1570.94,190.7,23.88,2022-04-15,2022,4,15,Friday,4890.93
16:00,4936.39,1974.12,1134.76,1559.4,197.05,24.12,2022-04-15,2022,4,15,Friday,4889.450000000001
16:05,4904.96,1967.56,1114.38,1562.63,193.79,24.25,2022-04-15,2022,4,15,Friday,4862.61
16:10,4913.14,1981.48,1114.86,1553.12,193.57,24.06,2022-04-15,2022,4,15,Friday,4867.09
16:15,4895.87,1969.35,1112.8,1549.67,195.21,24.08,2022-04-15,2022,4,15,Friday,4851.11
16:20,4869.37,1969.18,1101.76,1533.95,192.8,24.18,2022-04-15,2022,4,15,Friday,4821.870000000001
16:25,4871.38,1952.9,1111.6,1544.43,192.79,24.2,2022-04-15,2022,4,15,Friday,4825.92
16:30,4877.88,1964.17,1105.4,1556.75,193.38,24.36,2022-04-15,2022,4,15,Friday,4844.0599999999995
16:35,4863.77,1954.15,1101.78,1542.7,192.77,24.42,2022-04-15,2022,4,15,Friday,4815.820000000001
16:40,4824.76,1918.65,1093.76,1550.17,192.2,24.56,2022-04-15,2022,4,15,Friday,4779.34
16:45,4848.18,1952.7,1098.39,1534.91,190.72,24.49,2022-04-15,2022,4,15,Friday,4801.21
16:50,4814.02,1918.0,1101.37,1530.53,194.6,24.64,2022-04-15,2022,4,15,Friday,4769.14
16:55,4807.86,1937.84,1086.89,1529.68,182.94,24.8,2022-04-15,2022,4,15,Friday,4762.15
17:00,4806.85,1939.67,1085.14,1536.91,186.01,25.06,2022-04-15,2022,4,15,Friday,4772.790000000001
17:05,4795.58,1942.86,1080.7,1501.91,196.94,25.02,2022-04-15,2022,4,15,Friday,4747.43
17:10,4719.52,1900.58,1077.15,1482.82,189.65,24.96,2022-04-15,2022,4,15,Friday,4675.16
17:15,4733.87,1893.32,1081.21,1501.68,187.77,24.86,2022-04-15,2022,4,15,Friday,4688.84
17:20,4735.83,1927.28,1076.22,1482.41,181.63,24.96,2022-04-15,2022,4,15,Friday,4692.5
17:25,4721.3,1892.76,1081.5,1487.69,188.26,25.01,2022-04-15,2022,4,15,Friday,4675.220000000001
17:30,4718.34,1911.69,1080.18,1479.51,181.23,25.04,2022-04-15,2022,4,15,Friday,4677.65
17:35,4729.13,1899.68,1092.7,1488.28,183.86,24.78,2022-04-15,2022,4,15,Friday,4689.299999999999
17:40,4655.07,1867.1,1085.02,1452.55,185.84,24.87,2022-04-15,2022,4,15,Friday,4615.38
17:45,4685.7,1881.03,1084.58,1465.3,183.49,25.02,2022-04-15,2022,4,15,Friday,4639.42
17:50,4642.62,1874.91,1074.24,1441.12,185.02,24.78,2022-04-15,2022,4,15,Friday,4600.070000000001
17:55,4605.73,1851.96,1078.04,1429.1,182.03,24.5,2022-04-15,2022,4,15,Friday,4565.63
18:00,4603.17,1822.15,1076.77,1450.99,184.56,24.22,2022-04-15,2022,4,15,Friday,4558.6900000000005
18:05,4566.77,1829.63,1054.03,1437.88,180.72,24.12,2022-04-15,2022,4,15,Friday,4526.38
18:10,4526.67,1823.09,1044.49,1412.17,184.64,23.58,2022-04-15,2022,4,15,Friday,4487.97
18:15,4531.9,1794.42,1070.57,1418.31,180.13,23.79,2022-04-15,2022,4,15,Friday,4487.219999999999
18:20,4556.1,1846.33,1043.28,1423.12,177.5,23.79,2022-04-15,2022,4,15,Friday,4514.0199999999995
18:25,4530.1,1794.61,1067.69,1419.29,181.26,23.64,2022-04-15,2022,4,15,Friday,4486.490000000001
18:30,4503.1,1797.47,1060.54,1416.07,175.86,23.87,2022-04-15,2022,4,15,Friday,4473.8099999999995
18:35,4476.26,1794.89,1025.01,1409.53,178.39,23.92,2022-04-15,2022,4,15,Friday,4431.740000000001
18:40,4472.12,1785.15,1043.27,1396.89,182.48,23.96,2022-04-15,2022,4,15,Friday,4431.75
18:45,4399.59,1831.73,987.4,1341.94,170.46,24.16,2022-04-15,2022,4,15,Friday,4355.69
18:50,4439.6,1876.55,948.74,1370.99,174.23,24.14,2022-04-15,2022,4,15,Friday,4394.65
18:55,4639.2,1885.29,1040.38,1469.25,176.02,24.5,2022-04-15,2022,4,15,Friday,4595.4400000000005
19:00,4495.79,1834.22,1003.41,1417.55,173.09,25.0,2022-04-15,2022,4,15,Friday,4453.27
19:05,4482.2,1823.04,999.49,1417.98,185.61,24.87,2022-04-15,2022,4,15,Friday,4450.99
19:10,4526.0,1856.66,1013.61,1417.18,175.35,25.17,2022-04-15,2022,4,15,Friday,4487.97
19:15,4531.79,1857.0,1001.99,1425.4,181.53,25.59,2022-04-15,2022,4,15,Friday,4491.509999999999
19:20,4523.08,1855.52,1008.95,1413.91,176.27,25.87,2022-04-15,2022,4,15,Friday,4480.52
19:25,4549.0,1871.1,1022.69,1404.78,180.31,26.14,2022-04-15,2022,4,15,Friday,4505.02
19:30,4549.76,1873.92,1011.55,1410.22,180.01,26.23,2022-04-15,2022,4,15,Friday,4501.93
19:35,4505.95,1865.88,1002.34,1392.61,175.54,26.18,2022-04-15,2022,4,15,Friday,4462.55
19:40,4582.68,1869.01,1035.86,1421.23,186.31,26.67,2022-04-15,2022,4,15,Friday,4539.080000000001
19:45,4512.77,1861.42,994.54,1407.3,179.41,26.53,2022-04-15,2022,4,15,Friday,4469.2
19:50,4524.27,1871.35,1002.12,1401.33,180.85,26.54,2022-04-15,2022,4,15,Friday,4482.19
19:55,4545.02,1876.22,1018.58,1406.75,173.33,26.87,2022-04-15,2022,4,15,Friday,4501.75
20:00,4536.94,1892.73,1003.41,1395.35,177.24,26.9,2022-04-15,2022,4,15,Friday,4495.629999999999
20:05,4530.51,1900.46,997.99,1372.92,182.51,26.77,2022-04-15,2022,4,15,Friday,4480.650000000001
20:10,4494.68,1864.75,989.96,1368.64,170.51,26.81,2022-04-15,2022,4,15,Friday,4420.670000000001
20:15,4474.71,1894.59,982.5,1361.98,168.33,26.77,2022-04-15,2022,4,15,Friday,4434.17
20:20,4493.62,1872.15,1010.05,1370.4,171.52,26.81,2022-04-15,2022,4,15,Friday,4450.930000000001
20:25,4460.56,1883.41,991.93,1347.51,170.44,27.07,2022-04-15,2022,4,15,Friday,4420.36
20:30,4479.67,1907.62,975.0,1357.27,171.36,27.17,2022-04-15,2022,4,15,Friday,4438.419999999999
20:35,4486.23,1921.17,974.59,1347.18,172.49,26.98,2022-04-15,2022,4,15,Friday,4442.41
20:40,4459.98,1898.56,977.81,1340.41,169.99,27.06,2022-04-15,2022,4,15,Friday,4413.83
20:45,4476.83,1912.58,976.72,1342.93,176.91,27.06,2022-04-15,2022,4,15,Friday,4436.200000000001
20:50,4496.47,1932.37,975.84,1342.46,174.94,26.87,2022-04-15,2022,4,15,Friday,4452.48
20:55,4483.68,1917.91,985.3,1336.16,177.36,26.98,2022-04-15,2022,4,15,Friday,4443.709999999999
21:00,4436.44,1904.71,978.97,1306.98,178.08,27.01,2022-04-15,2022,4,15,Friday,4395.75
21:05,4413.06,1909.76,982.6,1280.54,171.46,27.04,2022-04-15,2022,4,15,Friday,4371.4
21:10,4417.89,1897.29,982.08,1301.98,169.07,26.99,2022-04-15,2022,4,15,Friday,4377.41
21:15,4443.33,1920.97,973.4,1304.55,169.4,27.07,2022-04-15,2022,4,15,Friday,4395.389999999999
21:20,4453.44,1931.13,979.94,1296.34,176.01,26.83,2022-04-15,2022,4,15,Friday,4410.25
21:25,4483.91,1925.67,989.09,1329.05,171.57,26.81,2022-04-15,2022,4,15,Friday,4442.1900000000005
21:30,4491.59,1925.46,994.18,1318.13,183.47,27.02,2022-04-15,2022,4,15,Friday,4448.260000000001
21:35,4523.99,1956.26,994.27,1327.57,176.82,27.0,2022-04-15,2022,4,15,Friday,4481.919999999999
21:40,4554.38,1968.44,983.38,1355.46,173.73,27.17,2022-04-15,2022,4,15,Friday,4508.18
21:45,4591.48,1990.7,1001.47,1356.88,172.35,27.24,2022-04-15,2022,4,15,Friday,4548.64
21:50,4654.72,2016.97,1018.56,1382.07,163.74,26.84,2022-04-15,2022,4,15,Friday,4608.179999999999
21:55,4643.77,2017.2,1008.44,1382.32,165.36,26.84,2022-04-15,2022,4,15,Friday,4600.16
22:00,4684.83,2036.27,1031.88,1380.72,166.57,26.95,2022-04-15,2022,4,15,Friday,4642.389999999999
22:05,4665.05,2035.47,1009.52,1380.98,167.92,26.74,2022-04-15,2022,4,15,Friday,4620.629999999999
22:10,4689.03,2035.23,1018.81,1398.92,165.18,26.57,2022-04-15,2022,4,15,Friday,4644.71
22:15,4724.19,2049.27,1032.57,1405.16,165.65,26.48,2022-04-15,2022,4,15,Friday,4679.129999999999
22:20,4750.78,2054.35,1045.14,1408.54,169.7,26.49,2022-04-15,2022,4,15,Friday,4704.219999999999
22:25,4755.94,2032.24,1032.23,1422.08,161.45,26.35,2022-04-15,2022,4,15,Friday,4674.35
22:30,4844.55,2107.01,1057.64,1443.63,164.5,26.44,2022-04-15,2022,4,15,Friday,4799.22
22:35,4840.38,2061.61,1059.76,1445.5,167.75,26.51,2022-04-15,2022,4,15,Friday,4761.13
22:40,4876.2,2107.31,1079.75,1446.69,167.31,26.49,2022-04-15,2022,4,15,Friday,4827.55
22:45,4914.42,2124.86,1074.88,1471.94,173.62,26.58,2022-04-15,2022,4,15,Friday,4871.88
22:50,4948.13,2139.83,1086.06,1479.48,168.02,26.49,2022-04-15,2022,4,15,Friday,4899.88
22:55,4950.33,2149.52,1076.17,1480.05,176.14,26.45,2022-04-15,2022,4,15,Friday,4908.33
23:00,4975.83,2155.23,1087.98,1490.06,167.95,26.44,2022-04-15,2022,4,15,Friday,4927.66
23:05,4947.02,2134.54,1091.36,1477.9,172.65,26.18,2022-04-15,2022,4,15,Friday,4902.629999999999
23:10,4990.58,2158.71,1109.62,1480.87,167.81,26.2,2022-04-15,2022,4,15,Friday,4943.21
